time_days,La140 top 13
1.1852071523874415e-05,8.67664791351845e-89
1.1854155482204337e-05,8.676647913441408e-89
1.185623980695816e-05,8.676647913364353e-89
1.185832449820032e-05,8.676647913287283e-89
1.186040955599525e-05,8.676647913210201e-89
1.1862494980407405e-05,8.676647913133106e-89
1.1864580771501242e-05,8.676647913055996e-89
1.1866666929341244e-05,8.676647912978872e-89
1.1868753453991893e-05,8.676647912901737e-89
1.1870840345517681e-05,8.676647912824587e-89
1.187292760398312e-05,8.676647912747423e-89
1.187501522945273e-05,8.676647912670246e-89
1.1877103221991039e-05,8.676647912593055e-89
1.1879191581662589e-05,8.67664791251585e-89
1.1881280308531934e-05,8.676647912438632e-89
1.188336940266364e-05,8.676647912361401e-89
1.1885458864122283e-05,8.676647912284156e-89
1.1887548692972447e-05,8.676647912206898e-89
1.1889638889278737e-05,8.676647912129625e-89
1.1891729453105753e-05,8.67664791205234e-89
1.1893820384518129e-05,8.67664791197504e-89
1.1895911683580489e-05,8.676647911897726e-89
1.1898003350357477e-05,8.676647911820399e-89
1.1900095384913753e-05,8.67664791174306e-89
1.190218778731398e-05,8.676647911665706e-89
1.1904280557622842e-05,8.676647911588338e-89
1.1906373695905023e-05,8.676647911510956e-89
1.1908467202225226e-05,8.676647911433562e-89
1.1910561076648163e-05,8.676647911356154e-89
1.1912655319238558e-05,8.676647911278733e-89
1.1914749930061148e-05,8.676647911201296e-89
1.1916844909180674e-05,8.676647911123848e-89
1.1918940256661901e-05,8.676647911046385e-89
1.1921035972569594e-05,8.67664791096891e-89
1.1923132056968534e-05,8.676647910891419e-89
1.1925228509923516e-05,8.676647910813916e-89
1.1927325331499338e-05,8.6766479107364e-89
1.1929422521760818e-05,8.676647910658867e-89
1.1931520080772786e-05,8.676647910581322e-89
1.1933618008600073e-05,8.676647910503764e-89
1.193571630530753e-05,8.676647910426194e-89
1.1937814970960021e-05,8.676647910348609e-89
1.1939914005622416e-05,8.676647910271009e-89
1.1942013409359598e-05,8.676647910193396e-89
1.1944113182236459e-05,8.67664791011577e-89
1.1946213324317909e-05,8.67664791003813e-89
1.1948313835668861e-05,8.676647909960476e-89
1.1950414716354249e-05,8.676647909882809e-89
1.1952515966439013e-05,8.676647909805129e-89
1.1954617585988102e-05,8.676647909727433e-89
1.1956719575066477e-05,8.676647909649725e-89
1.195882193373912e-05,8.676647909572002e-89
1.1960924662071011e-05,8.676647909494269e-89
1.196302776012715e-05,8.676647909416519e-89
1.1965131227972544e-05,8.676647909338756e-89
1.1967235065672215e-05,8.676647909260979e-89
1.1969339273291195e-05,8.676647909183188e-89
1.1971443850894526e-05,8.676647909105385e-89
1.1973548798547261e-05,8.676647909027567e-89
1.197565411631447e-05,8.676647908949737e-89
1.197775980426123e-05,8.67664790887189e-89
1.1979865862452626e-05,8.676647908794033e-89
1.1981972290953762e-05,8.676647908716161e-89
1.1984079089829748e-05,8.676647908638273e-89
1.198618625914571e-05,8.676647908560373e-89
1.198829379896678e-05,8.676647908482461e-89
1.1990401709358103e-05,8.676647908404534e-89
1.199250999038484e-05,8.676647908326593e-89
1.1994618642112156e-05,8.676647908248639e-89
1.1996727664605237e-05,8.676647908170671e-89
1.1998837057929273e-05,8.676647908092688e-89
1.2000946822149464e-05,8.676647908014693e-89
1.2003056957331031e-05,8.676647907936683e-89
1.2005167463539195e-05,8.67664790785866e-89
1.2007278340839195e-05,8.676647907780622e-89
1.2009389589296282e-05,8.676647907702572e-89
1.2011501208975716e-05,8.676647907624509e-89
1.2013613199942771e-05,8.676647907546431e-89
1.2015725562262726e-05,8.676647907468338e-89
1.2017838296000882e-05,8.676647907390234e-89
1.2019951401222542e-05,8.676647907312114e-89
1.2022064877993026e-05,8.67664790723398e-89
1.2024178726377662e-05,8.676647907155835e-89
1.2026292946441793e-05,8.676647907077674e-89
1.202840753825077e-05,8.6766479069995e-89
1.2030522501869958e-05,8.676647906921312e-89
1.2032637837364735e-05,8.67664790684311e-89
1.2034753544800484e-05,8.676647906764894e-89
1.2036869624242604e-05,8.676647906686667e-89
1.203898607575651e-05,8.676647906608422e-89
1.204110289940762e-05,8.676647906530166e-89
1.2043220095261365e-05,8.676647906451895e-89
1.2045337663383193e-05,8.676647906373612e-89
1.204745560383856e-05,8.676647906295313e-89
1.2049573916692932e-05,8.676647906217001e-89
1.2051692602011791e-05,8.676647906138677e-89
1.2053811659860622e-05,8.676647906060337e-89
1.2055931090304936e-05,8.676647905981984e-89
1.205805089341024e-05,8.676647905903617e-89
1.206017106924206e-05,8.676647905825236e-89
1.2062291617865934e-05,8.676647905746843e-89
1.2064412539347413e-05,8.676647905668434e-89
1.2066533833752049e-05,8.676647905590013e-89
1.2068655501145422e-05,8.676647905511576e-89
1.2070777541593109e-05,8.676647905433127e-89
1.2072899955160708e-05,8.676647905354663e-89
1.2075022741913823e-05,8.676647905276186e-89
1.2077145901918073e-05,8.676647905197697e-89
1.2079269435239086e-05,8.67664790511919e-89
1.20813933419425e-05,8.676647905040673e-89
1.2083517622093972e-05,8.67664790496214e-89
1.2085642275759164e-05,8.676647904883594e-89
1.208776730300375e-05,8.676647904805035e-89
1.2089892703893416e-05,8.67664790472646e-89
1.2092018478493862e-05,8.676647904647873e-89
1.2094144626870797e-05,8.676647904569271e-89
1.2096271149089946e-05,8.676647904490656e-89
1.2098398045217035e-05,8.676647904412028e-89
1.2100525315317814e-05,8.676647904333384e-89
1.2102652959458035e-05,8.676647904254728e-89
1.210478097770347e-05,8.676647904176057e-89
1.2106909370119895e-05,8.676647904097372e-89
1.2109038136773103e-05,8.676647904018674e-89
1.2111167277728895e-05,8.676647903939963e-89
1.2113296793053085e-05,8.676647903861237e-89
1.2115426682811497e-05,8.676647903782496e-89
1.2117556947069973e-05,8.676647903703744e-89
1.2119687585894356e-05,8.676647903624976e-89
1.2121818599350509e-05,8.676647903546194e-89
1.2123949987504302e-05,8.676647903467399e-89
1.2126081750421618e-05,8.676647903388591e-89
1.2128213888168358e-05,8.676647903309768e-89
1.2130346400810421e-05,8.676647903230932e-89
1.213247928841373e-05,8.676647903152081e-89
1.2134612551044211e-05,8.676647903073216e-89
1.2136746188767809e-05,8.676647902994339e-89
1.2138880201650473e-05,8.676647902915447e-89
1.2141014589758171e-05,8.67664790283654e-89
1.2143149353156875e-05,8.676647902757621e-89
1.214528449191258e-05,8.676647902678686e-89
1.2147420006091276e-05,8.676647902599739e-89
1.2149555895758982e-05,8.676647902520777e-89
1.2151692160981716e-05,8.676647902441802e-89
1.215382880182551e-05,8.676647902362813e-89
1.2155965818356418e-05,8.67664790228381e-89
1.2158103210640488e-05,8.676647902204793e-89
1.2160240978743794e-05,8.67664790212576e-89
1.2162379122732416e-05,8.676647902046717e-89
1.2164517642672447e-05,8.676647901967658e-89
1.216665653862999e-05,8.676647901888585e-89
1.2168795810671159e-05,8.6766479018095e-89
1.2170935458862082e-05,8.676647901730399e-89
1.2173075483268899e-05,8.676647901651284e-89
1.2175215883957757e-05,8.676647901572155e-89
1.2177356660994821e-05,8.676647901493014e-89
1.2179497814446264e-05,8.676647901413857e-89
1.218163934437827e-05,8.676647901334687e-89
1.2183781250857039e-05,8.676647901255504e-89
1.2185923533948775e-05,8.676647901176306e-89
1.2188066193719701e-05,8.676647901097094e-89
1.219020923023605e-05,8.676647901017868e-89
1.2192352643564062e-05,8.676647900938629e-89
1.2194496433769993e-05,8.676647900859374e-89
1.219664060092011e-05,8.676647900780108e-89
1.2198785145080696e-05,8.676647900700827e-89
1.2200930066318032e-05,8.67664790062153e-89
1.2203075364698425e-05,8.676647900542222e-89
1.2205221040288189e-05,8.676647900462898e-89
1.2207367093153647e-05,8.67664790038356e-89
1.2209513523361139e-05,8.67664790030421e-89
1.2211660330977009e-05,8.676647900224845e-89
1.2213807516067617e-05,8.676647900145465e-89
1.2215955078699339e-05,8.676647900066073e-89
1.2218103018938555e-05,8.676647899986665e-89
1.2220251336851659e-05,8.676647899907244e-89
1.222240003250506e-05,8.676647899827809e-89
1.2224549105965179e-05,8.67664789974836e-89
1.2226698557298438e-05,8.676647899668898e-89
1.2228848386571285e-05,8.676647899589421e-89
1.2230998593850174e-05,8.67664789950993e-89
1.2233149179201565e-05,8.676647899430425e-89
1.223530014269194e-05,8.676647899350906e-89
1.2237451484387783e-05,8.676647899271374e-89
1.2239603204355601e-05,8.676647899191827e-89
1.2241755302661896e-05,8.676647899112267e-89
1.2243907779373198e-05,8.67664789903269e-89
1.2246060634556042e-05,8.676647898953102e-89
1.2248213868276974e-05,8.6766478988735e-89
1.225036748060255e-05,8.676647898793882e-89
1.2252521471599347e-05,8.676647898714254e-89
1.2254675841333938e-05,8.676647898634608e-89
1.2256830589872924e-05,8.67664789855495e-89
1.225898571728291e-05,8.676647898475276e-89
1.2261141223630509e-05,8.67664789839559e-89
1.226329710898235e-05,8.67664789831589e-89
1.2265453373405079e-05,8.676647898236174e-89
1.2267610016965341e-05,8.676647898156445e-89
1.226976703972981e-05,8.676647898076702e-89
1.2271924441765152e-05,8.676647897996946e-89
1.2274082223138057e-05,8.676647897917175e-89
1.2276240383915228e-05,8.676647897837391e-89
1.2278398924163371e-05,8.676647897757591e-89
1.2280557843949212e-05,8.676647897677779e-89
1.2282717143339486e-05,8.676647897597952e-89
1.2284876822400935e-05,8.67664789751811e-89
1.2287036881200321e-05,8.676647897438256e-89
1.2289197319804412e-05,8.676647897358388e-89
1.2291358138279988e-05,8.676647897278503e-89
1.2293519336693842e-05,8.676647897198606e-89
1.2295680915112783e-05,8.676647897118696e-89
1.2297842873603626e-05,8.67664789703877e-89
1.2300005212233195e-05,8.676647896958831e-89
1.2302167931068333e-05,8.676647896878878e-89
1.2304331030175894e-05,8.67664789679891e-89
1.230649450962274e-05,8.676647896718929e-89
1.2308658369475742e-05,8.676647896638934e-89
1.2310822609801795e-05,8.676647896558923e-89
1.2312987230667793e-05,8.6766478964789e-89
1.2315152232140647e-05,8.676647896398862e-89
1.2317317614287277e-05,8.676647896318811e-89
1.2319483377174625e-05,8.676647896238743e-89
1.232164952086963e-05,8.676647896158664e-89
1.232381604543925e-05,8.67664789607857e-89
1.2325982950950455e-05,8.676647895998462e-89
1.2328150237470232e-05,8.67664789591834e-89
1.2330317905065564e-05,8.676647895838204e-89
1.2332485953803464e-05,8.676647895758054e-89
1.2334654383750945e-05,8.676647895677888e-89
1.2336823194975036e-05,8.67664789559771e-89
1.2338992387542776e-05,8.676647895517518e-89
1.234116196152122e-05,8.676647895437311e-89
1.234333191697743e-05,8.67664789535709e-89
1.234550225397848e-05,8.676647895276855e-89
1.2347672972591459e-05,8.676647895196606e-89
1.2349844072883465e-05,8.676647895116341e-89
1.2352015554921612e-05,8.676647895036066e-89
1.2354187418773015e-05,8.676647894955773e-89
1.235635966450482e-05,8.676647894875468e-89
1.2358532292184164e-05,8.676647894795148e-89
1.2360705301878208e-05,8.676647894714814e-89
1.2362878693654122e-05,8.676647894634467e-89
1.236505246757909e-05,8.676647894554104e-89
1.2367226623720302e-05,8.676647894473729e-89
1.2369401162144966e-05,8.676647894393338e-89
1.2371576082920295e-05,8.676647894312935e-89
1.2373751386113522e-05,8.676647894232516e-89
1.237592707179189e-05,8.676647894152082e-89
1.2378103140022645e-05,8.676647894071635e-89
1.2380279590873055e-05,8.676647893991175e-89
1.2382456424410397e-05,8.6766478939107e-89
1.2384633640701959e-05,8.67664789383021e-89
1.2386811239815037e-05,8.676647893749705e-89
1.238898922181695e-05,8.67664789366919e-89
1.2391167586775017e-05,8.676647893588657e-89
1.2393346334756573e-05,8.676647893508111e-89
1.2395525465828968e-05,8.676647893427551e-89
1.2397704980059557e-05,8.676647893346977e-89
1.2399884877515714e-05,8.676647893266389e-89
1.2402065158264822e-05,8.676647893185787e-89
1.2404245822374275e-05,8.676647893105169e-89
1.240642686991148e-05,8.676647893024538e-89
1.2408608300943854e-05,8.676647892943894e-89
1.241079011553883e-05,8.676647892863234e-89
1.2412972313763846e-05,8.676647892782561e-89
1.241515489568636e-05,8.676647892701874e-89
1.2417337861373833e-05,8.676647892621171e-89
1.2419521210893751e-05,8.676647892540455e-89
1.2421704944313593e-05,8.676647892459724e-89
1.242388906170087e-05,8.67664789237898e-89
1.2426073563123086e-05,8.676647892298222e-89
1.2428258448647776e-05,8.676647892217448e-89
1.2430443718342467e-05,8.676647892136662e-89
1.2432629372274717e-05,8.67664789205586e-89
1.2434815410512081e-05,8.676647891975044e-89
1.2437001833122134e-05,8.676647891894215e-89
1.2439188640172458e-05,8.676647891813371e-89
1.2441375831730654e-05,8.676647891732513e-89
1.2443563407864327e-05,8.676647891651641e-89
1.2445751368641096e-05,8.676647891570753e-89
1.2447939714128599e-05,8.676647891489852e-89
1.2450128444394472e-05,8.676647891408938e-89
1.2452317559506374e-05,8.67664789132801e-89
1.2454507059531978e-05,8.676647891247067e-89
1.2456696944538955e-05,8.676647891166109e-89
1.2458887214595002e-05,8.676647891085137e-89
1.246107786976782e-05,8.676647891004151e-89
1.2463268910125127e-05,8.676647890923151e-89
1.2465460335734648e-05,8.676647890842136e-89
1.2467652146664122e-05,8.676647890761107e-89
1.2469844342981302e-05,8.676647890680063e-89
1.2472036924753952e-05,8.676647890599006e-89
1.2474229892049842e-05,8.676647890517934e-89
1.2476423244936762e-05,8.676647890436849e-89
1.2478616983482511e-05,8.676647890355749e-89
1.2480811107754901e-05,8.676647890274634e-89
1.248300561782175e-05,8.676647890193505e-89
1.2485200513750897e-05,8.676647890112362e-89
1.2487395795610185e-05,8.676647890031205e-89
1.2489591463467476e-05,8.676647889950034e-89
1.249178751739064e-05,8.676647889868849e-89
1.2493983957447554e-05,8.676647889787648e-89
1.2496180783706116e-05,8.676647889706435e-89
1.2498377996234234e-05,8.676647889625205e-89
1.2500575595099823e-05,8.676647889543964e-89
1.2502773580370815e-05,8.676647889462706e-89
1.250497195211515e-05,8.676647889381434e-89
1.2507170710400784e-05,8.676647889300148e-89
1.250936985529568e-05,8.676647889218849e-89
1.2511569386867819e-05,8.676647889137534e-89
1.2513769305185187e-05,8.676647889056206e-89
1.2515969610315787e-05,8.676647888974863e-89
1.2518170302327637e-05,8.676647888893505e-89
1.252037138128876e-05,8.676647888812134e-89
1.252257284726719e-05,8.676647888730749e-89
1.2524774700330979e-05,8.676647888649347e-89
1.252697694054819e-05,8.676647888567933e-89
1.2529179567986894e-05,8.676647888486505e-89
1.253138258271518e-05,8.676647888405063e-89
1.2533585984801139e-05,8.676647888323604e-89
1.2535789774312888e-05,8.676647888242133e-89
1.2537993951318543e-05,8.676647888160648e-89
1.2540198515886242e-05,8.676647888079147e-89
1.2542403468084125e-05,8.676647887997633e-89
1.2544608807980353e-05,8.676647887916104e-89
1.254681453564309e-05,8.67664788783456e-89
1.2549020651140526e-05,8.676647887753002e-89
1.2551227154540848e-05,8.67664788767143e-89
1.2553434045912263e-05,8.676647887589845e-89
1.2555641325322988e-05,8.676647887508244e-89
1.2557848992841253e-05,8.676647887426629e-89
1.2560057048535299e-05,8.676647887344998e-89
1.2562265492473376e-05,8.676647887263354e-89
1.2564474324723753e-05,8.676647887181697e-89
1.2566683545354705e-05,8.676647887100023e-89
1.2568893154434525e-05,8.676647887018337e-89
1.2571103152031512e-05,8.676647886936637e-89
1.2573313538213977e-05,8.676647886854921e-89
1.2575524313050249e-05,8.67664788677319e-89
1.257773547660866e-05,8.676647886691447e-89
1.2579947028957568e-05,8.676647886609688e-89
1.2582158970165325e-05,8.676647886527914e-89
1.2584371300300309e-05,8.676647886446128e-89
1.2586584019430906e-05,8.676647886364326e-89
1.2588797127625513e-05,8.67664788628251e-89
1.2591010624952534e-05,8.676647886200678e-89
1.2593224511480399e-05,8.676647886118833e-89
1.2595438787277536e-05,8.676647886036975e-89
1.2597653452412392e-05,8.676647885955099e-89
1.2599868506953426e-05,8.676647885873212e-89
1.2602083950969105e-05,8.67664788579131e-89
1.2604299784527914e-05,8.676647885709393e-89
1.2606516007698341e-05,8.676647885627461e-89
1.2608732620548896e-05,8.676647885545514e-89
1.2610949623148096e-05,8.676647885463556e-89
1.2613167015564472e-05,8.676647885381581e-89
1.2615384797866561e-05,8.676647885299592e-89
1.2617602970122923e-05,8.676647885217589e-89
1.2619821532402122e-05,8.676647885135571e-89
1.2622040484772732e-05,8.676647885053539e-89
1.2624259827303348e-05,8.676647884971492e-89
1.2626479560062572e-05,8.676647884889431e-89
1.2628699683119015e-05,8.676647884807355e-89
1.2630920196541303e-05,8.676647884725265e-89
1.2633141100398076e-05,8.676647884643161e-89
1.2635362394757988e-05,8.676647884561043e-89
1.2637584079689697e-05,8.676647884478908e-89
1.2639806155261878e-05,8.676647884396762e-89
1.2642028621543217e-05,8.676647884314598e-89
1.2644251478602414e-05,8.676647884232422e-89
1.264647472650818e-05,8.676647884150231e-89
1.264869836532924e-05,8.676647884068025e-89
1.2650922395134324e-05,8.676647883985805e-89
1.2653146815992178e-05,8.676647883903572e-89
1.2655371627971568e-05,8.676647883821324e-89
1.265759683114126e-05,8.676647883739059e-89
1.2659822425570041e-05,8.676647883656782e-89
1.2662048411326702e-05,8.67664788357449e-89
1.2664274788480056e-05,8.676647883492183e-89
1.2666501557098915e-05,8.676647883409862e-89
1.2668728717252117e-05,8.676647883327526e-89
1.2670956269008502e-05,8.676647883245175e-89
1.2673184212436931e-05,8.676647883162811e-89
1.2675412547606265e-05,8.676647883080432e-89
1.2677641274585387e-05,8.676647882998038e-89
1.2679870393443192e-05,8.67664788291563e-89
1.2682099904248582e-05,8.676647882833208e-89
1.2684329807070474e-05,8.67664788275077e-89
1.2686560101977795e-05,8.67664788266832e-89
1.2688790789039487e-05,8.676647882585854e-89
1.2691021868324503e-05,8.676647882503374e-89
1.2693253339901805e-05,8.676647882420877e-89
1.2695485203840376e-05,8.676647882338367e-89
1.2697717460209199e-05,8.676647882255843e-89
1.269995010907728e-05,8.676647882173305e-89
1.270218315051363e-05,8.676647882090753e-89
1.2704416584587273e-05,8.676647882008183e-89
1.270665041136725e-05,8.676647881925603e-89
1.2708884630922609e-05,8.676647881843005e-89
1.2711119243322413e-05,8.676647881760396e-89
1.2713354248635736e-05,8.676647881677769e-89
1.2715589646931661e-05,8.676647881595128e-89
1.2717825438279293e-05,8.676647881512474e-89
1.2720061622747737e-05,8.676647881429804e-89
1.2722298200406118e-05,8.676647881347122e-89
1.272453517132357e-05,8.676647881264421e-89
1.272677253556924e-05,8.67664788118171e-89
1.2729010293212288e-05,8.676647881098981e-89
1.2731248444321885e-05,8.67664788101624e-89
1.2733486988967213e-05,8.676647880933484e-89
1.2735725927217473e-05,8.676647880850713e-89
1.2737965259141866e-05,8.676647880767926e-89
1.2740204984809617e-05,8.676647880685127e-89
1.2742445104289954e-05,8.676647880602312e-89
1.2744685617652126e-05,8.676647880519483e-89
1.2746926524965384e-05,8.676647880436638e-89
1.2749167826299002e-05,8.67664788035378e-89
1.2751409521722259e-05,8.676647880270907e-89
1.2753651611304444e-05,8.676647880188019e-89
1.275589409511487e-05,8.676647880105118e-89
1.275813697322285e-05,8.676647880022201e-89
1.276038024569771e-05,8.676647879939269e-89
1.2762623912608801e-05,8.676647879856323e-89
1.2764867974025468e-05,8.676647879773362e-89
1.2767112430017083e-05,8.676647879690387e-89
1.2769357280653024e-05,8.676647879607399e-89
1.2771602526002678e-05,8.676647879524393e-89
1.277384816613545e-05,8.676647879441374e-89
1.2776094201120755e-05,8.676647879358342e-89
1.2778340631028018e-05,8.676647879275294e-89
1.2780587455926685e-05,8.67664787919223e-89
1.27828346758862e-05,8.676647879109153e-89
1.278508229097603e-05,8.676647879026062e-89
1.278733030126565e-05,8.676647878942955e-89
1.2789578706824553e-05,8.676647878859833e-89
1.2791827507722234e-05,8.676647878776699e-89
1.2794076704028206e-05,8.676647878693548e-89
1.2796326295811995e-05,8.676647878610383e-89
1.2798576283143142e-05,8.676647878527203e-89
1.280082666609119e-05,8.67664787844401e-89
1.2803077444725704e-05,8.676647878360799e-89
1.2805328619116255e-05,8.676647878277575e-89
1.2807580189332434e-05,8.676647878194339e-89
1.2809832155443837e-05,8.676647878111086e-89
1.2812084517520075e-05,8.676647878027819e-89
1.281433727563077e-05,8.676647877944537e-89
1.2816590429845556e-05,8.67664787786124e-89
1.281884398023408e-05,8.67664787777793e-89
1.2821097926866004e-05,8.676647877694603e-89
1.2823352269811e-05,8.676647877611263e-89
1.2825607009138747e-05,8.676647877527907e-89
1.2827862144918949e-05,8.676647877444538e-89
1.2830117677221308e-05,8.676647877361153e-89
1.283237360611555e-05,8.676647877277753e-89
1.2834629931671402e-05,8.67664787719434e-89
1.2836886653958613e-05,8.67664787711091e-89
1.2839143773046942e-05,8.676647877027468e-89
1.2841401289006154e-05,8.67664787694401e-89
1.2843659201906036e-05,8.676647876860538e-89
1.284591751181638e-05,8.67664787677705e-89
1.2848176218806992e-05,8.676647876693547e-89
1.2850435322947693e-05,8.676647876610032e-89
1.2852694824308315e-05,8.6766478765265e-89
1.2854954722958698e-05,8.676647876442955e-89
1.28572150189687e-05,8.676647876359394e-89
1.2859475712408185e-05,8.676647876275818e-89
1.286173680334704e-05,8.676647876192228e-89
1.2863998291855153e-05,8.676647876108623e-89
1.286626017800243e-05,8.676647876025004e-89
1.2868522461858791e-05,8.676647875941369e-89
1.287078514349416e-05,8.676647875857721e-89
1.2873048222978482e-05,8.676647875774058e-89
1.2875311700381712e-05,8.676647875690379e-89
1.2877575575773814e-05,8.676647875606685e-89
1.2879839849224767e-05,8.676647875522979e-89
1.2882104520804565e-05,8.676647875439255e-89
1.2884369590583207e-05,8.67664787535552e-89
1.2886635058630711e-05,8.676647875271767e-89
